ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
9740,10,3,2024,33,L,289,2,7,20000
515,22,1,2022,46,L,742,18,10,40000
5741,2,9,2022,71,L,359,4,13,40000
9970,25,8,2023,46,L,903,3,9,10000
2210,18,11,2023,76,P,495,18,12,30000
7831,17,8,2023,49,L,666,1,2,50000
2787,4,11,2024,53,L,375,9,13,30000
2662,11,7,2022,33,P,787,10,6,30000
4902,9,2,2024,45,L,588,7,5,20000
4159,9,4,2022,58,L,402,5,6,10000
3210,6,7,2024,41,L,478,11,4,40000
8272,3,4,2023,78,P,515,7,4,50000
8231,15,1,2022,46,L,983,11,3,40000
1967,21,1,2022,32,P,217,15,2,50000
1795,19,7,2023,80,L,451,7,13,20000
106,13,2,2022,63,P,941,18,4,30000
6483,26,6,2023,79,P,409,10,7,30000
4728,12,11,2022,70,L,692,18,5,30000
8852,13,2,2024,24,L,805,17,8,10000
7788,23,5,2024,68,P,863,5,8,50000
4420,18,8,2023,45,L,640,6,2,30000
8053,29,1,2023,23,P,409,6,13,40000
6985,19,11,2022,77,P,653,18,12,50000
4904,23,4,2023,21,P,401,14,13,30000
5351,25,12,2023,71,P,819,10,9,40000
642,25,12,2024,45,P,463,18,1,50000
6183,2,6,2022,45,L,302,9,8,20000
8174,26,10,2024,27,L,373,10,8,20000
9438,1,2,2022,28,P,236,10,1,50000
5712,10,12,2022,57,L,992,10,13,10000
2512,6,4,2022,32,L,450,13,11,10000
1952,2,12,2022,64,L,176,14,5,40000
3030,26,9,2022,26,L,527,18,11,50000
1900,4,12,2022,69,L,661,15,9,40000
7527,13,6,2023,37,L,822,16,7,30000
1533,23,8,2024,51,P,793,5,2,20000
3285,20,11,2023,69,L,369,10,8,10000
5512,14,10,2024,55,P,289,19,11,40000
1627,3,1,2022,24,P,346,8,5,50000
8927,14,6,2024,58,L,771,2,10,40000
8051,31,6,2024,74,P,655,2,6,10000
8300,19,11,2022,77,L,534,13,2,30000
1787,1,4,2022,67,L,398,2,1,50000
1273,24,10,2022,73,L,938,1,9,20000
2536,30,5,2022,58,L,208,14,8,50000
200,16,6,2023,37,L,126,14,9,10000
9543,4,4,2022,79,P,33,19,10,40000
9598,18,12,2024,76,P,732,3,6,10000
513,17,7,2022,44,P,799,10,12,20000
6333,11,11,2024,77,P,216,5,4,40000
6706,9,12,2022,78,L,88,20,8,50000
5994,21,10,2023,51,L,887,13,3,40000
8673,2,4,2022,55,P,546,9,8,20000
3557,15,1,2024,25,P,866,16,3,40000
8806,26,7,2024,80,P,34,19,11,40000
9059,7,1,2023,48,L,391,16,7,50000
970,20,11,2023,21,L,395,8,1,20000
3804,27,4,2022,26,P,539,3,2,30000
148,11,6,2024,71,P,56,6,11,50000
9905,8,12,2024,45,P,602,19,2,10000
8125,15,2,2024,55,L,393,9,8,20000
7694,14,9,2024,21,L,757,17,7,30000
3574,24,3,2023,49,P,319,1,9,10000
2485,10,1,2022,47,L,768,7,14,30000
4292,20,1,2022,38,P,707,6,4,20000
5346,12,1,2022,34,P,446,4,4,10000
2571,20,4,2023,32,P,301,5,7,40000
9672,29,4,2023,70,L,11,7,1,30000
100,17,11,2022,78,L,362,16,14,20000
1082,2,1,2022,71,P,481,9,4,50000
9986,8,10,2024,56,P,730,8,13,20000
5216,6,7,2022,72,P,902,7,14,40000
3683,24,1,2024,77,L,576,6,7,50000
1730,8,7,2023,33,L,637,11,12,40000
5381,26,7,2023,41,P,407,11,13,50000
9681,16,4,2022,65,P,310,9,2,10000
6069,22,6,2022,59,P,287,11,5,40000
8025,2,9,2023,74,P,972,19,1,50000
5258,18,7,2023,58,P,898,11,6,40000
6530,17,12,2022,67,L,106,3,3,40000
9354,14,8,2023,23,L,591,7,9,20000
4433,20,12,2024,71,L,919,16,14,10000
759,31,5,2023,23,P,997,7,13,20000
4040,10,5,2022,37,L,775,10,14,40000
9167,12,2,2023,78,P,768,14,1,50000
3291,2,9,2023,48,P,875,2,1,20000
3852,21,8,2023,33,L,699,16,1,40000
2254,2,4,2024,27,P,238,10,11,40000
9566,8,4,2024,57,L,441,6,3,20000
3246,31,7,2024,45,P,285,4,3,50000
11,20,11,2022,40,L,868,2,7,20000
1087,8,7,2022,65,L,419,15,7,10000
8075,18,8,2023,58,L,844,2,4,20000
9145,26,2,2022,59,L,329,3,9,50000
7279,7,2,2023,21,P,208,7,8,50000
8652,22,3,2022,55,L,29,3,2,10000
3659,1,2,2022,32,P,672,12,11,50000
7100,14,9,2022,50,P,326,19,9,10000
7068,8,1,2023,23,L,751,18,9,50000
5055,13,2,2022,50,L,444,15,11,10000
2767,23,2,2023,28,L,103,15,14,50000
9015,15,8,2024,46,P,444,13,1,30000
8998,7,7,2022,66,P,980,5,1,30000
1375,31,12,2022,43,P,409,15,13,30000
165,6,8,2022,41,L,725,1,8,40000
8371,29,1,2024,31,P,484,10,11,10000
6666,2,10,2023,73,L,988,13,4,50000
8240,9,4,2022,69,L,22,18,9,50000
1714,7,11,2024,29,P,592,15,1,50000
1771,2,5,2022,78,P,748,2,1,30000
5473,10,6,2024,25,P,735,7,6,50000
2327,28,1,2022,39,P,21,16,3,20000
7738,15,6,2024,40,L,248,5,13,10000
9084,22,2,2023,36,P,193,2,6,50000
4315,19,4,2023,76,L,163,10,2,50000
3522,8,5,2022,46,P,547,4,4,50000
2664,25,11,2024,45,P,114,18,10,20000
7977,24,2,2022,77,L,932,13,10,30000
7237,25,2,2024,55,L,468,14,6,40000
5011,24,4,2022,73,P,45,19,2,20000
5843,5,5,2024,64,P,908,7,14,20000
4877,17,11,2024,35,P,802,7,6,10000
3724,27,5,2024,79,L,658,1,13,20000
386,16,5,2022,36,L,111,10,5,40000
4688,30,12,2022,33,L,791,20,3,30000
8297,22,9,2023,58,L,747,20,9,40000
7444,4,7,2023,64,P,845,8,9,30000
3713,16,6,2024,72,L,371,2,11,40000
3697,6,1,2022,75,L,549,1,2,30000
8026,6,1,2023,21,L,682,20,14,30000
3871,22,6,2023,27,L,617,9,3,50000
2735,22,2,2024,61,P,754,10,13,20000
9090,26,7,2024,37,P,345,15,9,30000
5571,31,12,2024,65,P,194,10,1,50000
2444,4,2,2022,31,L,483,3,4,10000
3090,26,8,2024,28,P,643,6,10,50000
984,16,10,2022,65,P,968,2,13,40000
883,10,12,2024,75,P,499,17,7,20000
592,31,1,2024,25,P,436,5,14,10000
3779,4,6,2023,56,L,604,12,11,20000
2140,7,1,2023,25,L,380,11,10,10000
4828,16,11,2024,62,P,247,15,1,10000
6896,5,12,2023,63,L,825,6,10,40000
6832,11,2,2023,80,L,462,13,3,30000
1997,30,12,2024,74,L,684,19,3,20000
967,17,2,2022,64,P,373,13,4,30000
9127,21,10,2022,32,L,979,2,1,40000
6883,4,7,2024,42,L,86,6,2,50000
4286,10,9,2023,60,P,395,19,10,30000
5791,10,2,2024,50,L,184,11,6,30000
2890,23,5,2024,60,P,488,20,3,40000
3219,27,12,2023,26,P,847,13,8,50000
6188,12,1,2024,31,L,138,11,14,40000
4779,20,7,2024,80,L,268,1,4,20000
4344,29,6,2024,50,L,563,5,10,30000
1572,24,5,2023,56,P,881,3,7,10000
9523,4,3,2023,63,L,994,17,8,10000
5174,24,6,2024,30,P,21,13,8,30000
4750,20,3,2024,70,P,183,17,8,30000
4077,24,1,2023,23,L,575,2,11,30000
4466,24,4,2023,49,P,540,2,12,20000
5267,26,7,2022,23,L,909,1,6,20000
9496,18,1,2024,25,P,842,13,10,10000
5876,18,8,2022,24,P,509,16,9,40000
5905,25,5,2022,34,L,65,19,6,40000
4551,20,2,2022,29,L,643,20,7,20000
6365,16,10,2024,43,L,193,15,1,20000
9828,18,8,2024,38,P,234,3,10,10000
691,7,3,2024,58,L,546,9,10,20000
3478,11,5,2024,44,P,287,16,2,20000
6387,17,8,2022,49,P,995,15,5,30000
3287,19,9,2024,73,L,907,1,5,20000
8946,3,3,2023,50,L,541,8,4,20000
6868,23,11,2022,65,L,211,12,11,10000
1359,18,9,2023,33,L,946,15,2,20000
9016,6,4,2024,22,P,37,7,13,50000
3794,3,6,2024,56,L,519,1,7,10000
2085,28,4,2023,51,L,782,12,12,20000
8282,24,7,2022,28,L,672,8,3,20000
7911,6,6,2024,54,L,546,20,6,10000
3497,27,6,2024,75,L,103,6,7,20000
2394,10,11,2022,22,P,41,19,8,40000
7998,6,12,2023,57,L,810,10,5,30000
2437,13,9,2023,45,P,608,10,5,20000
4678,12,3,2023,74,P,803,10,6,30000
4079,14,3,2023,51,P,656,1,5,20000
9448,16,6,2024,71,P,702,20,8,20000
8203,9,9,2023,50,L,95,14,5,20000
6668,27,6,2023,41,P,611,5,11,40000
9633,2,3,2024,46,P,438,3,1,20000
5682,20,2,2022,72,L,183,15,9,10000
802,16,6,2024,63,L,943,9,3,50000
1218,21,3,2024,41,L,275,14,9,40000
8255,18,9,2023,50,L,899,12,4,20000
7353,25,9,2022,50,P,708,2,4,40000
480,16,8,2022,23,L,366,10,8,40000
8821,21,9,2023,60,P,970,12,10,40000
4901,16,9,2022,74,P,289,11,5,30000
3653,5,1,2022,80,P,175,20,5,50000
159,10,3,2024,28,P,533,20,3,50000
1676,5,10,2022,38,P,620,7,4,10000
8983,27,5,2022,35,L,977,14,8,20000
754,29,9,2022,40,L,619,9,4,50000
5712,12,11,2024,42,L,136,5,2,10000
4770,3,3,2022,63,L,76,8,6,30000
6064,15,2,2022,28,L,966,10,9,50000
4512,31,2,2024,50,L,120,1,14,50000
5342,1,11,2022,30,P,325,17,12,20000
1684,13,6,2023,63,L,531,16,1,30000
3127,31,11,2022,31,L,61,7,14,30000
6059,16,12,2023,64,L,625,1,1,10000
5742,2,6,2023,39,P,428,10,10,50000
5525,12,8,2023,22,P,368,4,12,40000
8664,6,8,2024,30,L,8,13,9,20000
2422,3,12,2022,29,P,486,7,14,40000
6157,2,9,2024,69,L,183,6,5,50000
9028,29,10,2023,77,L,441,13,1,30000
564,15,11,2023,43,L,808,15,7,10000
7988,29,6,2022,69,L,201,7,3,30000
3505,22,7,2022,73,P,104,13,2,10000
1171,4,6,2022,65,L,597,13,8,30000
8681,11,5,2023,77,L,853,14,2,30000
7537,15,5,2024,41,P,41,15,2,10000
438,26,1,2023,67,P,959,5,14,20000
1211,10,3,2024,49,P,142,10,9,30000
7281,22,4,2022,62,P,596,1,1,40000
9667,4,11,2023,62,P,619,9,8,50000
1998,19,3,2023,22,P,210,13,12,30000
5892,10,5,2024,35,P,136,10,9,40000
4969,25,5,2024,48,L,716,7,11,20000
2776,19,2,2023,32,L,385,9,8,50000
5001,13,1,2023,79,L,309,12,14,10000
1535,1,12,2024,80,L,560,4,6,20000
5524,19,4,2023,42,L,983,15,4,50000
3629,30,9,2024,39,L,687,17,5,40000
6309,27,7,2023,66,L,309,3,8,10000
3662,10,10,2023,67,P,457,5,2,40000
7079,20,2,2024,51,L,968,6,7,50000
892,10,11,2024,36,P,929,7,8,40000
35,31,6,2024,25,L,195,6,2,20000
4767,10,1,2022,33,P,640,5,10,20000
9161,15,10,2022,34,P,494,16,12,10000
1567,8,1,2024,31,L,320,3,14,50000
838,30,1,2022,23,P,872,2,6,30000
7746,12,2,2024,25,P,403,19,10,50000
8140,15,2,2022,74,P,840,18,11,40000
8570,6,5,2023,46,P,528,20,4,10000
7849,29,5,2024,23,L,651,12,14,30000
6623,16,8,2024,64,L,985,2,10,30000
2166,2,9,2024,73,L,604,3,9,50000
4514,15,9,2023,50,P,608,10,13,40000
5311,12,12,2022,38,L,306,11,8,10000
588,14,1,2023,26,P,169,1,6,50000
5145,9,3,2022,22,L,432,10,10,20000
3902,3,2,2023,71,P,616,14,13,50000
4173,14,8,2022,65,L,796,18,3,40000
4696,30,3,2024,38,P,692,7,9,30000
6396,8,7,2022,76,L,688,6,12,50000
538,22,12,2023,32,L,327,16,2,50000
1811,18,6,2024,23,P,545,14,13,20000
5811,31,1,2022,61,P,794,18,10,40000
139,15,12,2023,37,P,579,19,9,40000
5734,31,4,2022,47,L,470,4,5,40000
5342,6,9,2024,65,P,383,9,2,20000
6419,12,1,2024,76,L,431,13,14,40000
3529,18,9,2024,48,P,383,15,10,20000
5965,16,11,2024,41,P,36,2,12,10000
2681,11,12,2022,37,L,402,2,3,20000
8188,1,12,2022,69,P,282,2,3,30000
6858,26,6,2022,24,L,296,1,6,10000
4186,15,5,2024,64,P,114,2,11,20000
9578,9,10,2024,69,P,961,15,1,20000
6119,29,2,2024,77,P,15,15,7,50000
264,6,8,2024,41,P,362,1,11,10000
8317,13,7,2022,25,L,449,2,5,30000
7612,17,10,2023,24,P,994,13,8,20000
7702,29,4,2023,67,L,807,9,7,10000
777,7,7,2023,24,P,698,14,8,10000
4609,20,7,2023,41,L,917,5,13,10000
5500,12,10,2024,64,L,773,3,10,50000
1671,25,7,2022,63,P,272,19,9,10000
9612,24,12,2022,55,L,976,13,11,30000
8436,15,5,2024,73,L,133,12,5,30000
2113,19,8,2024,32,L,314,8,2,30000
8705,4,4,2022,62,L,471,8,6,20000
5973,2,12,2022,56,P,535,14,12,40000
4554,1,5,2024,67,P,671,17,3,10000
7164,27,6,2022,49,P,36,1,7,10000
7195,3,12,2022,67,P,621,3,2,50000
3889,22,9,2022,38,P,671,6,6,20000
4130,1,9,2024,54,P,170,10,3,40000
2550,20,7,2024,67,P,482,12,3,30000
5663,13,6,2024,21,L,303,16,4,50000
6134,15,5,2023,72,P,701,20,4,30000
7698,18,4,2024,69,L,179,6,2,30000
9809,7,10,2024,79,P,362,12,7,20000
7052,11,4,2022,37,L,723,16,12,50000
339,11,3,2022,78,P,818,2,7,50000
5423,13,8,2022,67,P,461,10,6,20000
8472,29,12,2024,23,P,854,8,9,40000
572,20,2,2023,41,P,465,18,13,20000
552,7,3,2023,39,P,872,3,2,20000
9593,12,8,2023,62,L,887,10,13,50000
8248,14,1,2022,64,L,334,7,7,30000
2035,25,5,2024,34,L,163,20,1,10000
7276,10,4,2024,52,L,722,4,6,30000
6612,7,6,2022,36,P,575,14,10,10000
1367,9,3,2023,63,P,421,7,4,30000
3605,16,6,2024,57,L,429,10,13,10000
4045,30,8,2022,53,P,791,20,6,30000
2154,7,4,2024,52,P,198,20,11,10000
9154,27,9,2023,46,P,565,1,5,30000
4077,13,9,2022,41,P,992,11,10,40000
762,2,9,2023,35,P,284,8,3,40000
2820,1,1,2024,79,P,739,6,13,30000
9874,2,10,2024,71,P,664,7,3,30000
5395,4,4,2022,35,L,977,5,14,10000
3411,12,4,2022,35,L,200,17,14,20000
5023,25,4,2022,34,P,229,6,1,20000
1817,28,11,2022,54,P,128,16,9,50000
5323,16,12,2022,62,P,374,11,2,20000
4703,22,6,2022,42,P,585,17,7,40000
3391,13,2,2023,47,L,851,1,11,30000
3334,10,12,2023,28,L,183,4,3,50000
5510,30,3,2023,59,L,320,12,9,40000
8959,5,8,2023,72,L,981,8,7,30000
4324,24,2,2024,47,L,761,8,13,10000
9921,16,1,2024,30,P,740,12,5,40000
8905,5,9,2023,33,L,893,18,14,30000
2439,21,8,2023,79,P,716,19,11,10000
3480,21,11,2022,48,L,870,14,6,10000
915,22,4,2022,54,L,710,16,7,10000
6873,14,12,2022,27,L,323,4,9,40000
3611,27,4,2022,62,P,658,4,14,10000
8475,18,11,2024,28,L,681,18,7,30000
7676,11,9,2022,64,L,736,3,5,50000
8136,15,5,2023,57,P,672,4,5,30000
8918,13,5,2024,33,L,735,5,11,40000
1277,12,7,2023,44,L,397,13,10,40000
5061,30,4,2023,67,L,189,6,2,50000
2156,10,7,2024,33,L,565,19,6,50000
8300,27,1,2024,38,P,93,15,7,30000
2089,6,1,2024,31,P,342,1,6,40000
9955,2,8,2022,22,P,485,1,2,50000
6141,22,5,2023,47,L,909,12,11,50000
590,9,2,2024,74,L,356,8,13,20000
4034,18,4,2022,78,L,719,17,6,40000
6732,20,9,2023,59,L,817,15,10,30000
3695,18,11,2024,76,L,668,12,2,10000
1796,1,6,2024,75,L,459,6,5,40000
1600,8,3,2024,26,L,56,8,7,20000
5088,29,3,2023,24,P,423,20,3,50000
212,10,5,2022,57,L,419,13,5,10000
4350,23,11,2022,29,P,986,15,11,20000
5546,20,9,2024,76,P,451,9,7,10000
9722,12,9,2022,63,P,292,16,14,10000
9578,8,11,2023,48,L,638,14,7,20000
4539,23,9,2024,37,L,265,7,11,10000
6119,19,12,2024,25,P,58,6,9,10000
2051,19,2,2023,78,L,793,9,10,20000
5501,16,7,2024,41,P,672,2,6,30000
8386,8,7,2024,33,P,942,2,10,20000
7208,15,1,2022,52,L,101,15,5,30000
7990,29,1,2022,39,L,806,2,1,50000
5664,2,9,2024,73,P,776,10,14,50000
2679,28,8,2022,35,P,758,8,7,10000
7198,29,3,2024,35,L,22,16,5,30000
7259,14,11,2024,26,P,603,3,4,30000
639,22,2,2023,74,L,509,19,11,50000
1272,30,7,2022,24,P,599,15,6,40000
1913,14,4,2022,53,P,191,10,13,50000
6180,19,1,2022,78,P,823,7,11,10000
1151,27,9,2022,28,P,783,1,7,40000
354,20,2,2022,44,P,511,19,1,30000
8459,16,8,2022,51,P,863,18,9,20000
2030,13,10,2024,48,L,21,10,14,20000
9206,13,9,2022,34,L,608,6,7,50000
554,30,8,2024,79,L,29,15,4,10000
2034,6,3,2023,49,L,738,2,11,10000
2362,12,12,2022,34,L,64,19,9,50000
501,11,5,2022,21,P,89,7,10,20000
9465,27,3,2023,37,P,711,6,8,50000
4112,12,2,2023,30,L,367,8,7,20000
388,24,2,2024,48,L,405,14,5,10000
3510,8,3,2023,26,L,368,4,8,10000
9918,9,5,2023,41,P,275,12,10,20000
4038,20,8,2022,50,P,397,17,4,50000
3921,28,12,2024,40,L,885,11,10,20000
2136,5,12,2022,61,L,502,18,7,10000
2147,17,1,2022,35,L,365,1,13,20000
7358,26,1,2022,29,P,818,17,12,10000
3931,15,3,2024,67,P,415,8,1,10000
8,14,8,2022,25,L,488,11,9,30000
7529,25,5,2024,40,L,132,10,1,20000
332,9,1,2023,36,P,550,12,11,40000
8977,23,10,2023,71,P,403,9,10,20000
1806,10,10,2023,41,L,956,13,12,30000
8691,16,6,2022,44,P,83,8,7,50000
672,22,12,2023,57,P,967,11,14,10000
3764,21,1,2024,48,P,155,20,12,20000
2547,23,5,2024,42,P,420,11,7,30000
1915,13,1,2024,30,P,630,16,2,30000
1180,23,10,2023,63,P,695,19,7,20000
6754,31,6,2024,29,P,593,13,11,50000
3353,1,8,2022,64,P,848,17,6,50000
8564,25,7,2024,53,P,697,10,12,50000
7869,17,4,2022,21,P,690,17,6,20000
4344,16,5,2024,25,P,434,3,7,40000
5174,16,1,2022,66,P,373,10,10,30000
7169,30,5,2024,52,L,480,18,14,50000
2251,8,7,2023,25,P,94,5,3,20000
1690,11,6,2022,79,P,218,13,11,10000
675,3,8,2022,32,L,638,8,3,10000
9319,30,8,2023,68,P,323,1,14,40000
1870,4,8,2023,76,P,886,8,4,20000
7769,12,1,2024,66,L,796,4,3,30000
1186,8,10,2022,33,P,738,5,5,20000
5446,19,11,2022,55,P,458,8,4,30000
1381,24,1,2022,61,L,799,19,11,10000
6391,31,11,2024,28,L,398,15,3,40000
7076,31,2,2022,36,L,861,6,8,50000
9373,8,3,2024,67,L,21,8,12,30000
9143,15,12,2023,78,L,413,3,2,20000
2721,31,12,2023,67,L,739,6,12,10000
2964,22,12,2022,78,L,865,15,14,20000
5869,21,6,2022,41,L,781,9,3,50000
4890,10,6,2024,30,L,472,13,14,40000
7312,21,10,2022,43,L,126,19,12,20000
2866,19,2,2023,38,P,666,5,5,50000
838,1,7,2022,23,P,637,5,1,50000
2060,1,5,2023,66,L,903,4,5,10000
5834,23,8,2023,55,P,175,4,3,50000
868,10,8,2023,38,L,676,12,1,30000
574,11,12,2023,68,P,512,4,10,40000
5484,21,3,2023,73,L,190,8,8,40000
5996,18,1,2022,62,L,579,10,3,50000
9418,13,5,2024,38,P,328,17,1,40000
4028,22,5,2023,44,P,666,15,6,50000
1756,30,11,2023,25,P,371,10,12,20000
2544,29,12,2024,74,L,441,1,4,50000
9353,2,9,2024,27,L,145,13,7,30000
3859,11,10,2022,54,L,666,1,5,50000
8908,30,4,2023,63,L,578,12,4,20000
6766,7,12,2024,63,P,942,10,2,50000
941,17,8,2022,28,L,935,11,14,10000
5239,26,1,2022,56,P,923,4,2,30000
8708,7,9,2023,48,L,451,10,2,10000
2231,17,7,2024,79,P,329,9,12,10000
2040,7,12,2022,23,P,298,3,8,50000
4111,11,1,2022,55,L,72,3,13,20000
335,8,6,2024,69,P,216,5,8,30000
4961,31,10,2023,42,P,508,11,13,40000
1675,1,8,2024,52,P,820,4,13,20000
9801,30,9,2022,33,L,49,19,2,20000
6850,29,9,2024,29,L,315,4,7,30000
3236,13,9,2024,74,L,186,3,6,10000
4515,16,4,2022,75,L,878,3,1,50000
2769,29,6,2024,37,P,620,1,5,20000
2091,22,10,2022,37,P,831,7,2,50000
6885,20,12,2023,79,L,171,17,12,50000
2565,30,6,2024,63,L,847,10,14,40000
839,15,9,2023,30,P,878,17,11,40000
4194,10,11,2024,69,L,596,19,11,50000
8914,31,6,2022,61,L,657,11,4,30000
5876,18,1,2023,76,P,403,16,12,40000
3304,20,9,2022,79,P,323,1,10,50000
5522,2,8,2024,64,L,315,11,3,20000
7313,29,1,2022,69,L,627,10,4,10000
7903,20,4,2024,79,L,440,10,12,40000
9636,24,12,2022,59,L,962,1,4,20000
3650,11,5,2024,59,L,35,12,5,40000
870,7,7,2023,35,L,276,1,12,50000
9373,26,2,2022,51,L,671,20,3,40000
4236,31,12,2023,34,L,772,10,6,20000
8191,10,10,2024,31,L,36,11,3,40000
1072,13,10,2024,70,P,982,4,13,40000
6248,6,4,2022,60,P,671,11,12,40000
7222,16,5,2023,40,L,845,9,12,40000
1678,3,4,2023,50,P,374,11,9,40000
8196,13,7,2022,53,P,293,5,9,20000
3230,9,3,2022,30,L,976,13,12,10000
5222,2,4,2023,22,P,543,10,11,30000
9725,17,9,2024,27,L,490,2,12,50000
4024,21,4,2023,34,L,446,19,10,20000
9225,27,5,2023,24,L,753,16,13,50000
7106,28,6,2022,55,P,558,16,5,30000
70,21,12,2022,78,P,242,7,9,10000
7880,27,9,2024,36,P,616,19,1,20000
1588,11,8,2024,55,L,91,13,11,20000
9286,9,5,2023,74,P,549,18,3,10000
7672,29,8,2024,72,L,499,14,8,40000
9236,31,2,2022,77,P,451,10,3,20000
4126,9,4,2022,45,P,368,20,11,50000
831,28,7,2022,22,P,539,3,12,50000
6667,15,4,2023,60,L,534,11,9,40000
8768,28,6,2024,35,P,987,9,7,30000
6624,3,3,2022,28,L,546,17,1,20000
9025,29,10,2023,68,P,589,11,1,50000
8709,6,4,2023,43,P,969,20,4,40000
4341,11,12,2022,52,P,636,5,11,20000
6499,21,9,2022,80,P,455,18,2,30000
4900,15,12,2024,44,P,809,8,4,30000
8692,13,3,2024,48,L,229,16,5,40000
751,15,4,2022,53,P,422,18,12,20000
9939,27,7,2023,25,P,644,10,12,30000
3858,16,9,2023,55,P,161,5,5,20000
871,23,10,2022,66,L,170,20,7,40000
409,18,3,2022,66,L,660,11,7,30000
1808,23,12,2022,79,L,560,10,10,20000
650,27,3,2024,76,P,631,1,7,40000
5546,16,9,2022,41,P,301,20,9,10000
7771,10,12,2024,30,L,607,20,1,50000
8395,1,8,2022,66,P,751,6,7,40000
5010,18,2,2022,50,P,226,16,13,20000
7007,3,5,2022,68,L,855,1,11,10000
6922,5,4,2023,35,L,526,14,11,40000
1456,29,11,2023,80,P,982,13,12,10000
6578,28,11,2024,29,L,958,13,13,30000
3060,25,1,2024,74,L,65,17,3,40000
3200,3,3,2023,54,P,664,1,9,10000
440,10,5,2022,50,L,42,2,13,40000
1571,13,2,2022,50,P,343,12,1,20000
5205,21,8,2023,67,L,938,20,4,20000
8260,26,6,2024,71,L,453,11,1,30000
929,6,11,2023,33,L,19,18,13,20000
6268,1,4,2024,53,L,401,1,12,50000
4602,7,8,2024,69,P,355,14,13,30000
9331,5,4,2023,22,L,672,15,1,40000
5648,4,3,2023,48,L,92,8,3,40000
6551,30,9,2022,62,P,345,8,11,10000
1041,1,9,2022,73,P,751,3,1,10000
4554,4,10,2023,44,L,931,8,11,20000
3685,10,6,2022,79,L,459,6,7,50000
9172,12,6,2022,74,L,163,20,4,20000
2298,16,4,2023,52,P,462,5,7,40000
6062,10,7,2022,32,P,400,5,10,40000
1259,27,4,2022,59,P,526,8,1,30000
8097,13,8,2024,76,L,831,6,4,20000
5945,31,6,2024,67,P,924,1,9,20000
6554,9,2,2022,79,P,896,20,9,40000
5890,27,2,2023,22,P,988,8,7,30000
4306,15,1,2023,67,L,245,4,3,10000
3130,6,8,2023,39,L,874,1,13,10000
3165,8,10,2023,60,L,922,19,5,30000
2730,28,12,2023,47,P,943,18,2,30000
7504,7,8,2024,55,L,411,3,13,40000
9952,16,3,2023,48,P,805,4,2,50000
9806,14,7,2023,69,P,10,7,14,40000
2218,23,7,2022,35,P,144,2,1,20000
3969,22,2,2022,73,L,471,15,4,30000
422,4,12,2022,23,L,526,5,9,20000
7666,7,2,2022,68,L,784,10,8,30000
3406,7,9,2024,56,P,564,13,11,10000
9873,24,5,2024,52,L,302,20,7,20000
5319,20,6,2022,78,P,222,3,10,20000
9511,1,1,2023,45,L,768,20,8,30000
3132,18,11,2022,68,P,158,13,11,20000
9754,13,11,2022,67,P,99,15,8,20000
5681,28,12,2023,71,L,200,8,8,20000
9851,1,3,2024,41,L,79,11,2,40000
4622,24,12,2022,54,P,315,9,5,10000
6824,15,10,2022,50,P,517,12,10,50000
2898,9,4,2023,50,P,109,7,13,10000
2130,31,12,2022,30,P,91,12,13,50000
4059,20,11,2022,57,L,621,2,14,30000
2518,26,9,2022,66,P,76,5,7,10000
3104,9,2,2022,65,P,147,16,11,50000
8627,19,11,2024,48,L,745,3,13,30000
8410,10,8,2023,24,L,496,2,9,30000
6138,27,1,2022,29,P,315,16,2,10000
6366,18,5,2023,78,L,967,11,8,30000
7422,20,1,2023,37,L,697,11,3,10000
372,4,12,2023,23,P,229,13,10,10000
18,21,7,2023,72,L,251,15,7,40000
4914,16,12,2024,34,P,567,6,4,40000
9369,24,7,2023,79,P,748,9,2,10000
5121,12,11,2022,74,L,607,14,2,30000
3647,26,11,2023,28,P,215,12,1,10000
9236,19,4,2023,28,L,155,18,9,20000
4650,6,9,2024,73,P,969,17,7,10000
2465,4,7,2023,70,L,499,12,5,10000
9457,14,2,2024,42,P,651,2,5,10000
7847,4,9,2024,60,L,173,1,10,10000
239,27,11,2022,31,L,959,2,6,20000
1471,12,5,2022,79,L,944,10,5,20000
17,8,5,2024,43,P,679,16,1,40000
2529,24,11,2024,23,L,579,16,1,10000
9731,18,3,2024,51,P,327,14,1,30000
8612,31,5,2023,51,L,895,15,6,10000
5441,6,6,2022,60,P,371,3,12,30000
1067,7,10,2023,34,P,992,18,11,20000
4022,1,7,2023,62,P,226,10,13,10000
2779,29,7,2023,31,P,414,15,10,50000
7835,27,6,2022,52,L,606,3,8,50000
6368,17,11,2022,24,L,11,6,1,20000
6229,28,12,2023,40,P,587,16,2,10000
9397,7,10,2022,23,P,679,2,12,20000
1675,11,3,2023,64,P,561,6,1,30000
224,19,2,2022,36,P,450,9,10,20000
622,23,12,2024,23,P,806,2,3,40000
7375,21,12,2024,25,P,414,2,2,50000
6823,24,1,2023,40,L,319,10,14,20000
5596,5,6,2023,45,P,984,2,12,10000
9153,25,12,2022,32,L,638,13,5,20000
5778,7,1,2022,66,L,64,18,2,10000
7689,19,11,2023,53,P,315,15,11,40000
1061,10,8,2023,63,L,790,3,4,20000
3061,7,4,2022,27,L,871,5,8,20000
